"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intergenic_14__45477111_45483169",0,0.226041,0,0.0136685,0,0,0.0256997,0,0,0.0187999,0,0.0763924,0,0.0424755,0,0.0190884,0.0225099,0.0259758,0,0,0.00781842,0.0101759,0,0,0.0869173,0,0,0.0423031,0,0,0,0.00647747,0,0.00261275,0,0.00332733,0,0.00362801,0,0
"L1HS_intergenic_14__45844394_45845180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__46726453_46727494",0,0,0,0,0,0.0175465,0,0,0,0,0,0,0.0175252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267767,0,0,0,0,0
"L1HS_intergenic_14__46727485_46727758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__48187083_48193113",0,0.0118871,0,0.00688158,0,0,0.0088803,0,0,0.0197013,0.0035366,0.0169534,0,0.0363054,0,0,0.0114736,0.00472781,0,0,0.00393823,0.00391043,0,0,0,0.00667368,0,0.00554349,0,0,0,0.00207229,0,0,0,0.0091058,0,0,0,0
"L1HS_intron_14__51053597_51053813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__51794602_51800632",0,0,0.00141146,0.00321444,0,0.156103,0.00576174,0,0,0.616383,0,0,0,0,0,0,0,0,0.00989972,0,0,0,0.00252059,0.00741412,0,0,0,0.00321764,0,0.00568818,0,0,0,0,0,0.00390319,0,0,0,0
"L1HS_intron_14__51937626_51937740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__52065462_52066058",0,0,0,0,0,0,0.0394713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__61055117_61061148",0,0,0.246561,0,0,0,0.0964754,0,0,0,0,0,0,0.290478,0,0,0,0.188421,0,0,0,0,0,0,0.223692,0,0.270379,0,0,0,0,0.183577,0,0.0210295,0,0.074525,0,0.0290261,0,0.307665
"L1HS_intergenic_14__62286320_62288718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__62535852_62541882",0.00128691,0.359002,0.00269981,0,0,0,0.128909,0.00419455,0,0.00577046,0,0.0138708,0,0,0.002353,0.00481717,0.00438363,0,0,0,0,0,0,0,0,0.0204979,0.00396194,0.00540998,0,0,0,0,0,0,0.00412865,0,0,0.0289176,0,0
"L1HS_intergenic_14__63116707_63122735",0,0.0085577,0,0.219392,0,0.12476,0,0,0,0.00990346,0,0.000340973,0,0.0136785,0.00235356,0.0121103,0.00724434,0,0,0,0,0,0,0,0.00552354,0,0,0.00813146,0,0,1.2858e-07,0,0,0.00778832,0,0,0,0.0168893,0,0
"L1HS_intergenic_14__65860270_65860369",0,2.71028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__65860337_65860472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__66763240_66763652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629168,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__70547291_70553322",0,0,0,0.006344,0,0,0.0329681,0,0,0.00701879,0,0,0,0.0108148,0,0,0,0,0,0,0.305614,0.00687368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0790497,0,0,0,0
"L1HS_intron_14__79308934_79314061",0,0,0,0.110694,0,0,0.00112225,0.00498422,0,0,0,0.120513,0,0.00654313,0,0,0.00890833,0,0,0,0,0,0,0,0,0,0,0.0715564,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__79314061_79314943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__81002840_81003083",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__83169530_83170119",0,0,0,0,0,0.0779977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__84956078_84956198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21619,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_14__88980881_88981050",0,0,0,0,0,0,0,0,0,0.995406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__95138695_95138980",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_14__104268623_104268855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__19816956_19818197",0,0,0,0,0,0,0,0,0,0.0270369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__19818201_19818827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__21067308_21067431",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__24137881_24138766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__27216779_27217191",0,0,0.0055838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__29119272_29119609",0.109707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__46744270_46745017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__46997956_46999189",0.0492035,0.135796,0.0121104,0.0891023,0,0.0265903,0.0506983,0,0.037442,0.389227,0,0.321197,0.0428059,0.0720762,0.0363733,0.228851,0.599637,0.354736,0.114638,0,0.652135,0.153932,0.181107,0,0.180475,0.0640338,0.0284369,0.0514942,0.0659972,0.0159253,0.0340947,0.0797415,0.131754,0.302207,0.0217422,0.263724,0.0371296,0.214879,0.0250091,0.0650388
"L1HS_intergenic_15__46999175_46999588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__48970222_48971705",0.010969,0,0,0,0,0,0.00552498,0,0,0,0,0.00906056,0,0,0,0,0,0,0,0,0,0,0,0.0331895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_exon_15__48971861_48971956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__51417217_51423246",0,0,0.428874,0.00115437,0,0,0.00142204,0,0,0.239712,0.043346,0,0,0,0.0309532,0,0,0,0,0,0,0,0,0,0,0.00120385,0,0,0,0,0,0,0,0.0013725,0,0.0702835,0,0,0,0
"L1HS_intron_15__51583107_51585418",0,0,0,0,0,0,0,0.00750361,0,0,0,0,0,0,0.00510513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00198989,0,0.00281437,0,0,0,0,0.00790098,0
"L1HS_intergenic_15__53155850_53157200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__54926082_54932099",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434368,0,0,0,0,0.0866211,0,0,0,0,0,0,0,0,0,0.159257,0,0
"L1HS_intron_15__55986935_55988017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__55988018_55988485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__57719836_57720279",0,0,0,0,0,0,0.0873719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167409,0.0828518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__62015481_62015945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__66449877_66452300",0,0,0,0.130793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11397,0.00388029,0,0,0.0257464,0,0,0,0,0,0,0,0
"L1HS_intron_15__70729654_70729750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__70729745_70735160",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__73531973_73531983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_15__73532644_73536205",0,0,0,0.00151097,0,0,0.147084,0,0,0.0902705,0,0,0,0,0,0,0,0,0,0.00780287,0,0,0,0,0,0,0,0,0,0,0,0.00243228,0,0,0,0,0,0,0,0
"L1HS_intron_15__81364451_81364691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__81995167_82000000",0,0,0.0103614,0.0169991,0,0.00320405,0.0242607,0,0,0.0188752,0,0.00567249,0,0.0446804,0,0.0405699,0.0369728,0.0234324,0,0,0.0323127,0.0092665,0,0,0,0,0.00847867,0.0030878,0,0,0,0,0,0,0,0,0,0.0290165,0,0
"L1HS_intron_15__82690254_82690631",0,0,0,0,0,0.265933,0,0,0,0,0,0.0275906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157486,0,0,0,0,0.159373,0,0,0,0
"L1HS_intron_15__82690980_82691376",0,0,0,0.0519436,0,0.0519563,0.136748,0,0.0673101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237694,0,0
"L1HS_intron_15__82882882_82888919",0,0,0,0,0,0,0.110442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778511,0,0,0,0,0,0
"L1HS_intron_15__83450805_83456834",0.00507396,0.0125317,0.000804699,0.00463318,0,0,0,0,0,0,0,0,0.00203422,0,0,0.00246906,0.120637,0.00198331,0.00134018,0,0.00139551,0,0.00546673,0,0.0145441,0,0,0,0.00866524,0,0,0,0,0,0,0.00173592,0,0.00887755,0,0
"L1HS_intron_15__87509892_87515920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__87830968_87831106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596974,0,0,0,0,0,0,0,0,0,0.970274,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_15__88554599_88560263",0,0,0,0.00118449,0.00314262,0,0.00657121,0,0.00371144,0,0,0.00227,0,0.0257439,0,0,0,0,0,0,0.00279043,0,0,0,0,0,0.212851,0.00567011,0,0,0,0,0,0.249336,0,0.00283726,0,0.748336,0,0
"L1HS_intergenic_16__7875169_7875434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__8057920_8060801",0,0,0,0.00246746,0,0,0.0570562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__9584491_9590522",0,0.513103,0,0,0,0.157542,0,0,0,0.10303,0,0,0,0.309693,0,0,0.00149371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025282,0,0.0519157,0,0,0,0,0,0
"L1HS_intergenic_16__16840518_16846556",0,0,0.208014,0.00177259,0,0,0,0,0,0,0,0,0,0,0,0,0.365794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185154,0,0.00270761,0,0,0,0
"L1HS_intron_16__18821267_18827058",0,0.620871,0.70082,0.00121941,0,0.364958,0.00527873,0,0.476885,0.309207,0,0,0,0,0,0.420521,0,0.742395,0.167949,0.171062,1.29043,0.433277,0,0.098157,0,0,0,0,0.126959,0,0.142157,0,0,0,0.181523,0.5091,0.258125,0,0.377722,0.148576
"L1HS_intergenic_16__22699954_22700726",0,0,0,0,0,0,0,0,0,0.0405109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__25294508_25294847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__25503069_25503237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__32587482_32588397",0,0,0,0,0,0,0,0.030196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__33952565_33958612",0,0.0054199,0,0,0,0,0,0,0,0,5.80634e-06,0.00425066,0,0.011535,0,0,0.000117768,0.00451542,0.639066,0,0.00265334,0,0.274224,0,0.0895366,0,0,0,0.348541,0,0,0,0,0,0,0,0,0,0.281791,0
"L1HS_intergenic_16__34118475_34119193",0,0,0,0,0,0,0.00818142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__34214325_34218873",0,0,0,0.0553695,0,0,0.00204965,0,0,0.00675444,0,0,0,0,0,0,0,0.0058453,0,0,0.150948,0,0,0.00355398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510714,0,0
"L1HS_intergenic_16__34241380_34241857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465915,0,0,0,0,0.0367526,0,0,0,0,0,0.0128921,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__35534415_35537679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__35608476_35614501",0,0,0,0,0,0.00422092,0.00497469,0,0,0.103984,0,0.00252484,7.6271e-08,0,0.00236514,0,0,0,0,0,0,0,0,0,0,0,0.153034,0,0,0.105905,0,0.0811983,0,0,0,0,0,0.00668664,0,0
"L1HS_intergenic_16__36313888_36313991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__37462682_37463004",0,0,0,0.0589739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__37946294_37946415",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__37955920_37956425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__47645083_47645703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__47645703_47646543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__51080564_51080690",0,0,0,0,0,0,0,0,0,0,0,0.458339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__54042097_54048145",0,0,0,0,0.1088,0,0.624627,0,0,0,3.58792e-08,0.274649,0.124638,0,0,0,0,0,0.0767269,0,0,0.218682,0.0425412,0,0,0,0,0,0,0.361803,0.120429,0,0.165963,0.339254,0,0,0,0.129989,0.161601,0
"L1HS_intron_16__58839205_58839714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__58993814_58994365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_16__60876140_60877335",0.0101546,0,0,0,0,0.00473093,0,0,0,0.00579052,0,0,0.0149395,0.0217064,0,0.0201888,0,0,0,0,0.00844887,0,0,0,0,0,0,0,0,0,0,0,0,0.00570177,0,0,0,0.000939667,0,0
"L1HS_intergenic_16__60877334_60880008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00914389,0,0.0055045,0,0,0,0.0540838,0,0
"L1HS_intergenic_16__60896480_60896752",0,0,0,0,0,0,0,0,0,0,0.121727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__61918304_61919817",0.232195,0.0599411,0.120066,0,0.0385593,0,0.0119306,0.516512,0.158903,0.0861529,0.0300936,0.921492,0,0.635101,0.106918,0.109473,0,0,0.130544,0,0.0874478,0.0147315,0.0499865,0,0.126121,0.333491,0.62015,0.10562,0,0.120376,0,0.305775,0.347362,0.252802,0,0,0,0.471044,0,0
"L1HS_intergenic_16__65690012_65696020",0,0.199448,0,0.00173901,0,0,0,0,0,0.173244,0,0,0,0,0,0.00951734,0,0,0,0,0,0,0,0,0,0,0.00780093,0.00271581,0,0,0,0.00250817,0,0,0,0,0,0.011041,0,0
"L1HS_intron_16__68583449_68589505",0.200021,0,0,0,0,0,0,0,0,0,0.0843743,0.167146,0,0.98796,0,0.574882,0,0,0,0,0,0,0,0,0,0,0,0,0.108352,0,0,0,0,0.145885,0,0,0,0.116563,0,0.304575
"L1HS_intron_16__79033380_79033455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__80727090_80730717",0,0,0.00670165,0,0,0,0,0,0,0,0,0,0,0.00780775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023667,0,0,0,0.0557416,0,0,0,0.00373804,0,0
"L1HS_intron_16__83637253_83643296",0,0,0,0,0,0,0,0,0,0.00365637,0,0,0,0,0,0,0,0,0,0,0.0009029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__84455766_84456371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_16__84456371_84458508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__589719_592965",0,0,0,0.011283,0,0,0.0296733,0,0.00550982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__3348386_3352043",0,0,0,0.00233916,0,0,0,0,0,0,0,0,0,0.00265671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930686,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__9615986_9622015",0,0.0331334,0,0.0977277,0,0,0,0,0,0.0234393,0,0,0,0.0601316,0,0,0.117087,0.0386891,0.0288586,0,0.00970056,0.0103585,0.00353136,0,0.0497024,0.0255808,0.0108437,0,0.0031878,0.0017046,0,0.00164804,0,0.00513297,0.00175624,0.0119518,0,0,0.00882972,0
"L1HS_intergenic_17__12655310_12655779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_17__21942819_21943209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_17__25684903_25685247",0,0,0,0,0,0,0,0,0,0,0,0,0,0.152033,0,0,0,0,0,0,0.0899776,0,0,0,0,0,0,0,0.122218,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_17__26674488_26675746",0,0,0,0.0118113,0,0,0.00740999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__31332578_31332922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__33865620_33865783",0,0,0,0,0,2.89909,0,0,0,0.269598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956731,0.124303,0,0,0,0,0,0,0,2.39703,0,0.850236,0,0
"L1HS_intron_17__56190011_56192064",0,0,0,0,0,0,0.00458609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__66596580_66602595",0,0,0,0.00787447,0,0,0.150233,0,0,0.0101196,0,0,0,0.0111938,0,0,0,0,0.00446721,0,0,0,0,0,0,0,0,0.000264175,0,0,0,0,0,0,0,0,0,0.00292496,0,0.00381824
"L1HS_intergenic_17__67324763_67324936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_17__69000001_69005148",0,0,0,0.0204498,0,0,0.0428138,0,0,0,0,0.218723,0,0,0,0,0.49529,0.177271,0,0,0,0,0,0,0,0.106207,0,0,0,0.105297,0,0,0,0,0,0,0,0.171478,0,0
"L1HS_intergenic_17__70458957_70464987",0,0,0,0,0,0,0.332026,0,0,0.0050087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15467,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_17__70544789_70550795",0,0,0,0,0,0.00259196,0.0890188,0.00849247,0,0,0,0.302161,0,0,0,0.0075871,0.370253,0,0,0,0.0240356,0,0.00254002,0,0,0,0,0,0.12036,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_18__369450_369597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__535702_541755",0,0.00580839,0,0.0081194,0,0.399589,0.00657766,0,0,0.0141503,0,0.00337967,0,0,0,0.0135646,0.038078,0.023408,0,0,0,0.00563171,0,0,0.0132387,0,0.00376545,0.00266911,0.00326143,0,0.0716856,0,0,0,0,0,0,0.0167523,0,0
"L1HS_intergenic_18__836733_837110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_18__837418_837580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
