"","TCGA-GD-A3OP-11A-11R-A220-07","TCGA-BT-A20U-01A-11R-A14Y-07","TCGA-GD-A3OQ-11A-21R-A220-07","TCGA-BL-A13J-01A-11R-A277-07","TCGA-K4-A5RI-11A-11R-A28M-07","TCGA-GC-A6I3-01A-11R-A31N-07","TCGA-BL-A13J-01B-04R-A277-07","TCGA-K4-A54R-01A-11R-A26T-07","TCGA-BT-A20Q-01A-11R-A14Y-07","TCGA-BT-A20N-01A-11R-A14Y-07","TCGA-K4-A3WV-11A-21R-A22U-07","TCGA-BT-A2LA-01A-11R-A18C-07","TCGA-BT-A20R-11A-11R-A16R-07","TCGA-GC-A3BM-01A-11R-A22U-07","TCGA-BT-A2LA-11A-11R-A18C-07","TCGA-BT-A20W-11A-11R-A14Y-07","TCGA-BL-A13J-01A-11R-A10U-07","TCGA-BT-A20W-01A-21R-A14Y-07","TCGA-GD-A3OQ-01A-32R-A220-07","TCGA-BT-A20Q-11A-11R-A14Y-07","TCGA-BT-A20R-01A-12R-A16R-07","TCGA-CU-A0YR-01A-12R-A10U-07","TCGA-BT-A2LB-11A-11R-A18C-07","TCGA-GC-A6I3-11A-11R-A31N-07","TCGA-BT-A20U-11A-11R-A14Y-07","TCGA-K4-A5RI-01A-11R-A28M-07","TCGA-GC-A3WC-01A-31R-A22U-07","TCGA-GD-A2C5-11A-11R-A180-07","TCGA-CU-A0YN-01A-21R-A10U-07","TCGA-GC-A3BM-11A-11R-A22U-07","TCGA-CU-A0YN-11A-11R-A10U-07","TCGA-GD-A3OP-01A-21R-A220-07","TCGA-K4-A54R-11A-11R-A26T-07","TCGA-BT-A2LB-01A-11R-A18C-07","TCGA-GC-A3WC-11A-11R-A22U-07","TCGA-GD-A2C5-01A-12R-A180-07","TCGA-BT-A20N-11A-11R-A14Y-07","TCGA-K4-A3WV-01A-11R-A22U-07","TCGA-CU-A0YR-11A-13R-A10U-07","TCGA-BL-A13J-11A-13R-A10U-07"
"L1HS_intron_1__163262157_163262841",0,0,0,0.0132211,0,0,0.022145,0,0,0,0,0.0011941,0,0,0,0,0,0,0,0,0,0,0.025861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__165970865_165974367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00793314,0,0,0,0.0127068,0,0,0,0,0.0056631,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__166243054_166249084",0,0,0.00486203,0,0,0,0.0166366,0,0,0,0.00346177,0,0,0.278215,0,0,0.50139,0.497083,0,0,0,0.0072252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271138,0,0.0115819,0.176635,0
"L1HS_intron_1__174590324_174596379",0,0,0,0.25925,0,0,0,0.0641027,0.000842628,0,0,0.120408,0.00279785,0,0,0,0,0,0.111661,0,0,0.0591109,0,0,0,0,0,0.0053649,0,0,0,0.0968493,0,0.000710177,0,0,0,0.0103361,0,0
"L1HS_intron_1__174629929_174633018",0,0,0,0.0235879,0,0,0,0,0,0,0,0.0103732,0,0.00783386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19818,0,0,0,0
"L1HS_intron_1__176750923_176751268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__176751264_176752355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__180699214_180703631",0,0,0,0,0,0,0.12797,0,0,0.224179,0.00133086,0.31001,0,0,0.00202489,0,0.64292,0,0.0029395,0,0.725038,0,0.112743,0,0,0,0,0,0,0,0,0,0,0.0662922,0,0,0,0.0045396,0,0
"L1HS_intron_1__180866812_180872843",0,0,0,0.00853958,0,0.125938,0,0,0,0,0,0,0,1.80756,0,0.302826,0,0,0,0,0,0,0,0,0,0.55484,0,0,0,0.091549,0,0.126698,0,0,0,0,0,0.314701,0,0
"L1HS_intron_1__184845617_184851641",0,0,0,0,0,0,0.558508,0,0,0,0,0,0,0,0.00294769,0,0,0,0.131916,0,0,0.00204992,0,0,0,0,0,0,0,0,0,0,0,0,0.049917,0.00400844,0,0,0,0
"L1HS_intron_1__187343765_187349794",0,0.0173902,0.177404,0.0104309,0,0,0.0124853,0,0,0,0,0,0,0,0,0,0,0.00137081,0.185838,0,0,0.00117457,0,0,0,0.206249,0,0,0,0,0,0.108993,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__187597672_187603699",0,0,1.5212e-08,0.0162626,0,0,0.0115884,0,0,0,0,0.118708,0,0,0,0.00486963,0.00571202,0,0,0,0,0,0,0,0,0,0,0.00274791,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__188518008_188518379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__189115829_189116100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237224,0,0,0,0,0,0,0,0.225117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__190299691_190300454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__190300454_190301044",0,0,0,0,0,0,0.0414241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__190734390_190734976",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__192103149_192103291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__192484128_192485518",0,0,0,0,0,0,0.0231118,0,0,0,0,0.0196899,0,0.0161549,0,0,0,0.00784935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__192840709_192840907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__193717838_193723892",0,0,0,0,0.0024186,0,0.00245196,0,0,0,0,0.00275945,0,0,0,0.08896,0,0.00189532,0,0,0.010376,0,0,0,0,0,0.00228727,0.0072853,0,0,0,0,0,0,0,0,0,0.00793786,0,0
"L1HS_intergenic_1__193867224_193867697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__195925004_195929320",0,0,0.177464,0,0,0,0.00470063,0,0,0,0.104746,0,3.50586e-08,0,0.00329731,0,0,0,0,0,0,0.175383,0,0.00373234,0,0,0.000395646,0,0.0397189,0.0134123,0,0,0,0.00825649,0,0.00422415,0,0,0,0.160782
"L1HS_intergenic_1__196219371_196225402",0,0.0142008,0,0.0202259,0,0,0.0145497,0,0,0.10696,0.00360295,0.00918831,0,0.0979832,0,0,0.0330331,0,0,0,0.00639154,0,0.109198,2.02887e-10,0.0128657,0.0963645,0.0134855,0.00803363,0,0.0109424,0,0,0,0.0174276,0,0.00509664,0,0,0,0
"L1HS_intron_1__197531456_197532243",0,0,0,0,0,0,0,0,0,0,0,0.00608207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210528,0,0,0,0,0,0
"L1HS_intron_1__197532241_197534154",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175862,0,0,0,0,0.0212866,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__197707715_197713746",0,0,0.000527174,0,0,0,1.28985,0,0,0.0173306,0,0,0,0.00633158,0,0.153677,0.00352257,0,0,0,0,0.00101299,0,0,0,0.247313,0.00519342,0,0.156281,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__197802332_197803141",0,0,0.0534335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__199023372_199024434",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__199024429_199025579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__199469610_199470448",0,0,0,0.0181823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222292,0,0
"L1HS_intergenic_1__199470449_199471071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__209913772_209919823",0.00287173,0.0174272,0,0.00145515,0,0.00260357,0.00156362,0,0,0,0,0.00626609,0,0.0345936,0,0.00691307,0.00647926,0.0197594,0.00296839,0,0.0137505,0,0.00514092,0,0,0,0.00680136,0.00531434,0,0.00384449,0,0,0,0,0,0.0180635,0,0.00534489,0,0
"L1HS_intergenic_1__216485646_216487614",0,0,0.00891338,0,0,0,0,0,0,0,0,0,0,0.0241293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860001,0,0,0,0
"L1HS_intergenic_1__218009228_218015252",0.0487668,0,0,0.00530233,0,0.0161499,0.00424856,0,0,0,0.00365792,0.0557935,0,0.0136174,0,0,0,0.430566,0,0,0.00273189,0,0,0,0,0,0,0.00270373,0,0,0,0.00951614,0,0.00259254,0,0,0,0,0,0
"L1HS_intergenic_1__218072295_218073147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__220245156_220246008",0,0,0.0452095,0.0247422,0,0,0,0,0,0,0,0.00235574,0,0.0673253,0,0,0.00598389,0.0205957,0,0,0,0.103742,0.0198601,0,0,0,0,0,0.0243033,0,0,0,0,0,0,0.0305526,0,0,0,0
"L1HS_intergenic_1__220995407_220995685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__220995692_220996947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__223317835_223318710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191831,0,0,0,0,0.0200992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__223318707_223319462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__225126291_225128261",0,0,0,0,0,0.0344396,0,0.027331,0,0.01176,0,0.00636907,0,0.00713469,0,0,0.0198575,0.0492936,0,0,0,0,0,0.00706804,0,0,0,0,0,0.0126703,0,0.0117139,0,0,0,0,0,0.0139997,0,0
"L1HS_intergenic_1__227870793_227870969",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__231646102_231652225",0,0,0,0,0,0.00403321,0,0,0,0,0,0,0,0.000779642,0,0,0,0,0,0,0,0,0,0.0095063,0,0,0.00223108,0,0,0,0,0,0.00340851,0,0,0,0,0,0,0
"L1HS_intergenic_1__237019468_237025494",0,0,0.191548,0,0,0,0,0,0,0.49836,0,0,0,0.631252,0,0,0,0,0,0,0.00558371,0,0,0,0,0.00378482,0,0,0,0.184587,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_1__237075265_237081293",0,0,0.0028334,0,0,0,0.311343,0,0,0.084889,0,0.000682359,0,0.00138754,0,0,0.0128225,0,0,0,0.00397508,0,0,0,0,0.00643074,0,0,0,0,0,0.00166427,0,0.00203972,0,0,0,0,0,0
"L1HS_intergenic_1__238689073_238689321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__238689322_238689956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_1__239623499_239629523",0,0,0,0.00237188,0,0.00262076,0.00736746,0,0,0,0,0.0103233,0,0.708739,0,0,0,0,0.00185245,0,0,0,0,0,0,0.00341365,0.00773882,0.330355,0,0,0,0,0,0,0,0.00845253,0,0.00855637,0,0
"L1HS_intron_1__247687174_247693204",0,0,0,0,0,0,0.00956898,0,0,0,0,0,0,0,0,0.0113522,0,0,0,0,0,0,0,0,0,0,0.128304,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__993075_993292",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245775,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__2257645_2257694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__2257684_2259565",0,0,0,0.00760999,0,0.00177814,0,0,0,0,0,0,0,0,0,0,0,0.0145073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__4733730_4739760",0,0,0.503035,0.00260986,0,0,0.00150675,0,0,0,0,0,0,0.00802477,0,0,0.806401,0,0,0,0,0,0,0,0,0.145449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__10996106_11000000",0,0,0,0.00175574,0,0,0.00542008,0,0,0,0,0,0,0,0,0,0,0.0103917,0.00915275,0,0.00411174,0,0,0,0,0.021202,0.0107718,0.00834889,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__11000001_11002136",0,0,0.0100639,0,0,0,0.011029,0,0,0,0,0,0,0,0,0,0,0.0132189,0.00946694,0,0,0,0,0,0.00256802,0.0363076,0,0,0,0,0,0,0,0,0,0,0,0.01051,0,0
"L1HS_intron_2__12346166_12346561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__12927366_12927808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__16593726_16599758",0,0.00127075,0,0.00687289,0,0,0.00519524,0,0,0,0,0,0,0.00665841,0,0,0,0,0.0696505,0,0,0,0,0,0,0.00307592,0,0.0226803,0,0,0,0,0,0,0,0.162745,0,0,0,0
"L1HS_intron_2__31575999_31577158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__34572558_34575548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000660438,0,0,0,0,0,0
"L1HS_intron_2__34575546_34576511",0,0,0,0,0,0.0342168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__34819531_34820120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__36112507_36118537",0,0,0,0.00123099,0,0.00256493,0.0047446,0,0,0.00686686,0,0.00248199,0,0.0103166,0.00237376,0.00668251,0,0.109141,0.108628,0,0.00296259,0,0.0888372,0,0,0,0.00499429,0,0,0,0,0,0,0.0966822,0,0.0028709,0,0.00734975,0.00440873,0
"L1HS_intergenic_2__41549998_41551968",0,0.00691139,0.00892692,0,0,0,0.0045533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085583,0.0122601,0,0,0,0,0,0.000868437,0,0,0,0,0,0,0,0,0,0.0121082,0,0
"L1HS_intergenic_2__41551965_41553706",0,0,0,0,0,0,0,0,0,0,0,0,0.00263726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__49082014_49082111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362052,0,0.715154,0,0
"L1HS_intron_2__51854014_51855361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130006,0,0,0,0
"L1HS_intron_2__51939020_51939938",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350346,0,0,0,0,0,0,0
"L1HS_intergenic_2__53398641_53399666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__53399666_53400861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__56662927_56664865",0,0,0,0,0,0,0,0,0,0,0,0,0.00604088,0,0,0,0,0,0,0,0,0.0125169,0,0,0,0,0,0,0,0,0,0.00640439,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__56682652_56683156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__59554690_59556387",0,0,0.0125353,0,0,0,0,0,0,0.0277742,0,0.0150171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00818469,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__61979748_61980833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__71411475_71417501",0.50794,0,0,0,0.138267,0,0.161759,0,0,0.97035,0,0,0.0763385,1.1558,0,0.571434,1.49026,0,0.229775,0,1.15732,1.08677,0.134289,0,0,0.31727,1.16942,0.154419,0,0,0,0.444868,0,0.550389,0.5431,0.688069,0,1.38938,1.0315,0.109201
"L1HS_intergenic_2__73127302_73127728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__76299403_76300976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__76300974_76301777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__81607667_81609205",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145558,0,0,0,0,0,0,0.0202938,0,0,0,0,0,0,0.0113544,0,0,0,0,0,0,0,0.0112089,0,0,0,0
"L1HS_intergenic_2__81609199_81609612",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__82839678_82840246",0,0,0,0,0,0,0,0,0,0,0,0,0,0.039194,0,0,0,0,0,0,0,0.101613,0,0,0,0,0,0,0.0487517,0.0599655,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__82840241_82841106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379253,0,0,0,0,0,0.0242755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__86655239_86661268",0.0750935,0.259523,0,0.00186451,0,0,0,0,0,0.35553,0,0,0,0,0,0,0,0.0715672,0,0,0,0.385986,0,0.235169,0,0,0,0,0,0,0,0,0,0.0751958,0,0,0,0,0,0
"L1HS_intergenic_2__87907014_87907427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__88729713_88732741",0,0,0,0,0,0,0.0252313,0,0.0270223,0,0,0.137303,0,0.0537074,0.118962,0,0,0,0,0,0,0,0,0,0,0,0.311037,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__92878628_92879195",0,0,0,0.0162277,0,0,0,0,0,0.03757,0,0,0,0,0,0.0737197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560572,0,0
"L1HS_intron_2__97220790_97222318",0.00348613,0.0143093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__101504998_101505136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__101505137_101505419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__102566356_102572385",0,0.0104765,0,0.0302943,0,0.00439273,0.0112017,0.238772,0,0.0747208,0,0,0,0.0126817,0,0.0107826,0.0475246,0.00948469,0.00290538,0,0.0712803,0.00749984,0,0,0.0358333,0.00481396,0,0,0,0.00391226,0,0,0,0,0,0.00283231,0,0,0,0
"L1HS_intergenic_2__108015556_108015683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__109309332_109311588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__112503813_112509845",0,0.0249124,0,0.0463971,0,0,0,0,0,0,0,0.0882551,0,0,0,0.0144163,0,0,0.00244683,0,0,0,0,0,0,0.000330245,0,0,0,0.00994381,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__115487080_115488893",0,0,0,0,0,0,0,0,0,0,0,0,0.0277895,0,0,0,0,0,0,0,0,0,0,0,0,0.0128812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__117909619_117909989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__125752528_125753003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__126178049_126184064",0,0.0110935,0.00679016,0,0,0,0.00273268,0,0,0,0,0,0,0,0.0697768,0,0,0,0,0,0,0,0.00261143,0,0,0.0878481,0,0,0,0,0,0.00508385,0,0.00949006,0,0,0,0,0,0
"L1HS_intergenic_2__129411067_129415379",0,0.142856,0,0,0,0,0,0,0,0,0,0.00457722,0,0.0125727,0,0.101461,0.0110801,0,0.00175521,0,0,0,0,0,0.0116105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__129415688_129417400",0,0,0,0.0196652,0,0,0.00626183,0,0,0,0,0,0,0,0,0,0.020391,0,0,0,0,0,0,0,0,0,0.0124465,0,0,0,0,0,0,0.00991272,0,0.0100629,0,0.0139035,0,0
"L1HS_intergenic_2__129682430_129685909",0,0.0110285,0,0,0,0,0,0,0,0,0.00546503,0,0,0,0.259443,0,0,0,0,0,0,0,0,0,0,0,0,2.45871e-10,0,0.0055312,0,0,0,0,0,1.632e-05,0,0,0,0
"L1HS_intergenic_2__129685898_129687022",0.0125162,0.0574893,0.0818853,0.0709027,0,0,0.0500617,0,0,0.0289361,0,0,0,0.259443,0,0.0379613,0.0574457,0.0916613,0.00345596,0,0.208861,0.0205925,0,0,0.0374011,0,0.0240864,0.0167325,0,0.0246862,0,0.0469942,0,0,0,0.0165761,0,0.0271566,0,0
"L1HS_intergenic_2__131815265_131816385",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__133299871_133302778",0,0,0,0,0,0,0,0,0,0,0,0.0653609,0,0.00614455,0,0,0,0,0,0,0.0133283,0,0,0.01898,0,0.00337866,0,0.00154491,0,0,0,0,0.0384176,0,0,0,0,0,0,0
"L1HS_intron_2__134209191_134212559",0,0,0,0,0.000479878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__139027723_139028364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104936,0,0,0,0.0468658,0,0
"L1HS_intergenic_2__139878539_139879468",0,0,0,0,0,0,0.0151273,0,0,0.0369955,0,0,0,0,0,0,0,0,0,0,0.0196723,0,0,0,0.0331317,0.0317747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intron_2__142031336_142031543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"L1HS_intergenic_2__143860957_143866987",0,0.0114826,0.0302504,0.00416929,0,0,0.0640097,0,0,0.0274363,0,0,0,0.0106499,0,0,0.0114122,0,0,0,0.0133466,0.00370922,0,0,0,0,0,0.00826045,0,0,0,0,0,0,0,0,0,0.00365911,0,0
"L1HS_intron_2__148188746_148194773",0,0,0,0,0,0,0.276741,0,0,0,0,0.0012838,0,0.329025,0,0,0,0.421199,0,0,0,0,0,0.00772309,0,0,0,0,0,0.112554,0,0,0,0,0,0.248926,0,0,0,0
"L1HS_intergenic_2__153007767_153013796",0.191323,0,0.00544696,0.00611185,0,0,0,0,0,0,0,0.00235972,0,0.00354886,0,0.0107024,0,0.00664021,0.00289659,0,0.00904953,0,0,0,0,0,0,0,0,0.00384538,0,0,0,0.195465,0,0,0,0,0,0
